GEOID,map_id,borough,population,poverty_rate,income,lat_t,lon_t,providers,provider_time_weight_sum,avg_provider_time_weight,density,z_density,min_dist,inv_dist,z_access_map,FI,FI2,fragmentation_index,FI_combined,frag_q,surface_version,_ID
36005000200,36005000200,Bronx,5061,0.13495357,123729,40.8082452,-73.8567226,0,0,0,0,0.1993578175,0.006582023394,9.382445258,-0.3230189878,0.3230189878,0.5223768053,0.3455596172,0.3455596172,High fragmentation,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,4796
36005000400,36005000400,Bronx,6649,0.14648819,105924,40.8087867,-73.8514252,1,0.2380952388,0.2380952388,3.580918015e-05,0.09608667372,0.007880480079,9.269517519,-0.6087678761,0.6087678761,0.7048545498,0.4662712163,0.4662712163,High fragmentation,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,4819
36005001600,36005001600,Bronx,5611,0.10677426,52147,40.8188478,-73.8580764,2,0.565476194,0.282738097,0.0001007799312,-0.09128437877,0.002731299869,9.734131674,0.566877531,-0.566877531,-0.6581619097,-0.435383377,-0.435383377,Low fragmentation,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,4820
36005001901,36005001901,Bronx,2260,0.1364039,58083,40.8067879,-73.9280462,0,0,0,0,0.1993578175,0.004545893635,9.565177218,0.139360357,-0.139360357,0.05999746049,0.03968916549,0.03968916549,Moderate-high fragmentation,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,4464
36005001902,36005001902,Bronx,2079,0.19019608,48953,40.803683,-73.9159297,1,1,1,0.000481000481,-1.187813562,0.00164156409,9.838494802,0.8309547886,-0.8309547886,-2.018768351,-1.335443709,-1.335443709,Least fragmented,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,4428
36005002001,36005002001,Bronx,4199,0.19207391,22311,40.8173941,-73.8678806,0,0,0,0,0.1993578175,0.009622488839,9.122215803,-0.9814956195,0.9814956195,1.180853437,0.7811511871,0.7811511871,Most fragmented,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,4432
36005002002,36005002002,Bronx,3609,0.22725993,18649,40.817637,-73.8644248,0,0,0,0,0.1993578175,0.007346559988,9.315622225,-0.4921059411,0.4921059411,0.6914637585,0.4574130192,0.4574130192,High fragmentation,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,4433
36005002300,36005002300,Bronx,4567,0.13838406,16332,40.8090823,-73.9258441,0,0,0,0,0.1993578175,0.001805108632,9.822689779,0.7909622422,-0.7909622422,-0.5916044247,-0.3913546628,-0.3913546628,Low fragmentation,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,4887
36005002400,36005002400,Bronx,105,0.085714288,,40.8160168,-73.870956,0,0,0,0,0.1993578175,0.009419862557,9.139108537,-0.9387507626,0.9387507626,1.13810858,0.7528748621,0.7528748621,Most fragmented,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,4888
36005002500,36005002500,Bronx,5117,0.11837213,35582,40.8070025,-73.9208749,1,0.3273809552,0.3273809552,6.397908056e-05,0.01484667261,0.000686527876,9.931815319,1.067090162,-1.067090162,-1.052243489,-0.6960738946,-0.6960738946,Least fragmented,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,4889
36005002701,36005002701,Bronx,3111,0.17385663,20266,40.8050791,-73.9163464,1,0.3273809552,0.3273809552,0.0001052333511,-0.1041277268,0.0004884757916,9.95138987,1.116621004,-1.116621004,-1.22074873,-0.8075424858,-0.8075424858,Least fragmented,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,4800
36005002702,36005002702,Bronx,4798,0.12552214,30895,40.8064496,-73.913773,1,0.2380952388,0.2380952388,4.962385136e-05,0.05624613869,0.001088297065,9.892341933,0.9672079164,-0.9672079164,-0.9109617777,-0.6026140517,-0.6026140517,Least fragmented,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,4890
36005002800,36005002800,Bronx,5462,0.14811425,58068,40.8225183,-73.8782336,0,0,0,0,0.1993578175,0.00511639947,9.51326344,0.00799932587,-0.00799932587,0.1913584916,0.1265863385,0.1265863385,Moderate-high fragmentation,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,4891
36005003100,36005003100,Bronx,2788,0.16714491,59297,40.8098988,-73.9056901,1,0.3273809552,0.3273809552,0.0001174250198,-0.1392876374,0.002424458721,9.763292992,0.6406664338,-0.6406664338,-0.7799540713,-0.5159506079,-0.5159506079,Low fragmentation,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,2802
36005003300,36005003300,Bronx,3577,0.21218899,31289,40.8082418,-73.9119436,0,0,0,0,0.1993578175,0.00346620223,9.664991837,0.3919282088,-0.3919282088,-0.1925703913,-0.1273880272,-0.1273880272,Moderate-low fragmentation,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,2855
36005003500,36005003500,Bronx,3481,0.22809537,36569,40.8109651,-73.9086696,0,0,0,0,0.1993578175,0.003417337399,9.669558559,0.403483701,-0.403483701,-0.2041258835,-0.1350321482,-0.1350321482,Moderate-low fragmentation,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,4892
36005003700,36005003700,Bronx,418,0.51162791,53029,40.811457,-73.9121722,0,0,0,0,0.1993578175,0.003961347576,9.618959578,0.2754495913,-0.2754495913,-0.07609177379,-0.05033578052,-0.05033578052,Moderate-high fragmentation,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,4893
36005003800,36005003800,Bronx,1250,0.26280993,54214,40.8202946,-73.8633435,0,0,0,0,0.1993578175,0.005278234694,9.498639514,-0.02900460802,0.02900460802,0.2283624255,0.1510649622,0.1510649622,Moderate-high fragmentation,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,2853
36005003900,36005003900,Bronx,5581,0.16705586,25625,40.8097217,-73.9214264,4,1.160714284,0.2901785709,0.0002079760408,-0.4004303798,0.00157795228,9.844656026,0.8465449595,-0.8465449595,-1.246975339,-0.8248917572,-0.8248917572,Least fragmented,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,4894
36005004001,36005004001,Bronx,1294,0.1877898,78935,40.8282719,-73.8583355,0,0,0,0,0.1993578175,0.003369232132,9.674058512,0.4148702444,-0.4148702444,-0.2155124269,-0.142564507,-0.142564507,Moderate-low fragmentation,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,2800
36005004100,36005004100,Bronx,6162,0.1803679,14592,40.8113856,-73.9194099,2,0.565476194,0.282738097,9.176828855e-05,-0.06529543847,0.00196862381,9.806938278,0.7511051275,-0.7511051275,-0.816400566,-0.5400604777,-0.5400604777,Low fragmentation,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,5026
36005004200,36005004200,Bronx,7755,0.11360413,55404,40.8239305,-73.8620068,1,0.3273809552,0.3273809552,4.221546811e-05,0.07761139217,0.002728445152,9.734402176,0.5675619996,-0.5675619996,-0.4899506075,-0.3241092304,-0.3241092304,Low fragmentation,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,3702
36005004300,36005004300,Bronx,5400,0.12203704,23393,40.8136213,-73.9170376,1,0.2380952388,0.2380952388,4.409171089e-05,0.07220044065,0.002177959503,9.786846448,0.7002653766,-0.7002653766,-0.6280649359,-0.4154738047,-0.4154738047,Low fragmentation,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,4895
36005004400,36005004400,Bronx,4303,0.13865954,24375,40.8265155,-73.8664136,1,0.2380952388,0.2380952388,5.533238178e-05,0.03978314054,0.002297844236,9.775377062,0.6712435938,-0.6712435938,-0.6314604533,-0.4177199873,-0.4177199873,Low fragmentation,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,4896
36005004600,36005004600,Bronx,1478,0.22879544,30714,40.8224189,-73.8691775,0,0,0,0,0.1993578175,0.005267048715,9.499648866,-0.02645057278,0.02645057278,0.2258083903,0.1493754319,0.1493754319,Moderate-high fragmentation,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,2788
36005004800,36005004800,Bronx,4204,0.15318744,35870,40.8270172,-73.8743044,1,0.2380952388,0.2380952388,5.663540409e-05,0.03602531632,0.002080216152,9.796217501,0.723977603,-0.723977603,-0.6879522867,-0.4550901311,-0.4550901311,Low fragmentation,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,4897
36005005001,36005005001,Bronx,4878,0.14014839,33632,40.824997,-73.8778533,0,0,0,0,0.1993578175,0.004089277783,9.607137462,0.2455352723,-0.2455352723,-0.04617745486,-0.03054703705,-0.03054703705,Moderate-high fragmentation,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,2574
36005005002,36005005002,Bronx,6275,0.20175581,34688,40.8273629,-73.8784351,0,0,0,0,0.1993578175,0.004028394592,9.612760092,0.259762603,-0.259762603,-0.06040478557,-0.03995861677,-0.03995861677,Moderate-high fragmentation,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,3671
36005005100,36005005100,Bronx,7261,0.13124914,25851,40.8132061,-73.9275676,4,1.803571433,0.4508928582,0.0002483916035,-0.5169860051,0.001815764785,9.821661725,0.7883608862,-0.7883608862,-1.305346891,-0.8635053614,-0.8635053614,Least fragmented,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,3703
36005005200,36005005200,Bronx,1837,0.15732172,39743,40.8256291,-73.8824329,0,0,0,0,0.1993578175,0.004555128061,9.56433241,0.1372226827,-0.1372226827,0.06213513482,0.04110326718,0.04110326718,Moderate-high fragmentation,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,1166
36005005300,36005005300,Bronx,4065,0.21107011,20608,40.8521987,-73.9217824,1,0.2380952388,0.2380952388,5.857201447e-05,0.03044026893,0.000688103995,9.931659852,1.066696772,-1.066696772,-1.036256503,-0.6854982778,-0.6854982778,Least fragmented,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,3710
36005005400,36005005400,Bronx,5482,0.16618022,54884,40.8298985,-73.8797154,0,0,0,0,0.1993578175,0.002022851017,9.801725692,0.7379153603,-0.7379153603,-0.5385575428,-0.356263403,-0.356263403,Low fragmentation,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,4798
36005005600,36005005600,Bronx,2501,0.19592163,41684,40.8326118,-73.8790757,1,0.2380952388,0.2380952388,9.520001552e-05,-0.07519229642,0.001421096611,9.859881557,0.8850711775,-0.8850711775,-0.960263474,-0.6352278184,-0.6352278184,Least fragmented,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,2806
36005005902,36005005902,Bronx,3019,0.15833057,51364,40.8241059,-73.9234371,0,0,0,0,0.1993578175,0.001325896573,9.86914534,0.9085119694,-0.9085119694,-0.7091541519,-0.4691154637,-0.4691154637,Low fragmentation,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,2789
36005006000,36005006000,Bronx,1280,0.27136075,78269,40.8376356,-73.877771,0,0,0,0,0.1993578175,0.004974114589,9.526157986,0.04062728958,-0.04062728958,0.1587305279,0.1050024808,0.1050024808,Moderate-high fragmentation,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,2797
36005006100,36005006100,Bronx,3369,0.20202924,72123,40.8222497,-73.9226729,3,1.476190478,0.4920634925,0.0004381687378,-1.064289843,0.0009637008483,9.90454977,0.9980982521,-0.9980982521,-2.062388095,-1.364298784,-1.364298784,Least fragmented,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,4734
36005006200,36005006200,Bronx,6363,0.16925979,27453,40.8332883,-73.8755187,0,0,0,0,0.1993578175,0.003407993133,9.67043233,0.4056946648,-0.4056946648,-0.2063368473,-0.1364947318,-0.1364947318,Moderate-low fragmentation,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,4801
36005006301,36005006301,Bronx,7053,0.15217391,59924,40.8212801,-73.928879,2,0.565476194,0.282738097,8.017527209e-05,-0.03186199865,0.004496355822,9.56971171,0.1508342982,-0.1508342982,-0.1826962968,-0.1208561746,-0.1208561746,Moderate-low fragmentation,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,4450
36005006400,36005006400,Bronx,4194,0.15046868,41429,40.8330126,-73.8721958,0,0,0,0,0.1993578175,0.004621897004,9.558228522,0.1217775913,-0.1217775913,0.07758022621,0.05132041277,0.05132041277,Moderate-high fragmentation,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,4735
36005006500,36005006500,Bronx,5024,0.20401606,22740,40.8173983,-73.9216592,7,2.636904761,0.3767006802,0.0005248616165,-1.314305976,2.188934359e-06,9.999781111,1.239068717,-1.239068717,-2.553374693,-1.689093337,-1.689093337,Least fragmented,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,1163
36005006700,36005006700,Bronx,7664,0.28835002,30191,40.8195023,-73.9181767,0,0,0,0,0.1993578175,0.002776291189,9.729870464,0.5560950942,-0.5560950942,-0.3567372767,-0.2359867351,-0.2359867351,Moderate-low fragmentation,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,4736
36005006800,36005006800,Bronx,2542,0.22501966,32550,40.8289669,-73.870482,1,0.2380952388,0.2380952388,9.366453139e-05,-0.07076406878,0.002452236855,9.760645845,0.6339681758,-0.6339681758,-0.7047322446,-0.4661903097,-0.4661903097,Low fragmentation,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,4737
36005006900,36005006900,Bronx,6077,0.15764357,26608,40.8218666,-73.9157567,2,0.4761904776,0.2380952388,7.835946645e-05,-0.02662534357,0.0006372615377,9.936677377,1.079392964,-1.079392964,-1.106018307,-0.7316466943,-0.7316466943,Least fragmented,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,2801
36005007000,36005007000,Bronx,4408,0.13607451,40417,40.8298152,-73.8656233,1,0.3273809552,0.3273809552,7.426972668e-05,-0.01483082324,0.002743218092,9.733002514,0.5640203388,-0.5640203388,-0.578851162,-0.3829181999,-0.3829181999,Low fragmentation,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,4738
36005007100,36005007100,Bronx,2805,0.15346181,23148,40.8182214,-73.9128301,6,1.428571433,0.2380952388,0.0005092946285,-1.269411883,0.001394975817,9.862421604,0.8914984327,-0.8914984327,-2.160910315,-1.429472622,-1.429472622,Least fragmented,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,4739
36005007200,36005007200,Bronx,4845,0.15273477,58244,40.8310478,-73.8606925,0,0,0,0,0.1993578175,0.004533931772,9.566271765,0.142129966,-0.142129966,0.05722785147,0.03785703011,0.03785703011,Moderate-high fragmentation,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,4794
36005007300,36005007300,Bronx,4325,0.16254336,29978,40.8146752,-73.909389,2,0.565476194,0.282738097,0.0001307459408,-0.1777042318,0.002247684137,9.780172612,0.6833781065,-0.6833781065,-0.8610823383,-0.5696180997,-0.5696180997,Least fragmented,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,4740
36005007400,36005007400,Bronx,3280,0.15243903,69363,40.8194734,-73.8528608,0,0,0,0,0.1993578175,0.003378120046,9.673226787,0.412765672,-0.412765672,-0.2134078545,-0.1411723028,-0.1411723028,Moderate-low fragmentation,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,2838
36005007500,36005007500,Bronx,6353,0.16385959,34259,40.8187768,-73.9086237,3,0.8333333284,0.2777777761,0.0001311716242,-0.1789318725,0.001973317187,9.806486908,0.7499629957,-0.7499629957,-0.9288948683,-0.6144770438,-0.6144770438,Least fragmented,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,4741
36005007600,36005007600,Bronx,5252,0.17315027,53320,40.833375,-73.8676557,0,0,0,0,0.1993578175,0.001991991385,9.804691392,0.7454196766,-0.7454196766,-0.5460618591,-0.361227614,-0.361227614,Low fragmentation,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,2571
36005007700,36005007700,Bronx,1966,0.24313326,50733,40.8197339,-73.904423,0,0,0,0,0.1993578175,0.001573629235,9.845075021,0.8476051727,-0.8476051727,-0.6482473552,-0.4288247595,-0.4288247595,Low fragmentation,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,4742
36005007800,36005007800,Bronx,5633,0.13296644,47216,40.8291304,-73.8526457,0,0,0,0,0.1993578175,0.004328031058,9.585151659,0.1899030711,-0.1899030711,0.009454746393,0.006254447959,0.006254447959,Moderate-high fragmentation,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,4743
36005007900,36005007900,Bronx,6829,0.16654427,43081,40.815792,-73.9048713,2,0.4761904776,0.2380952388,6.973063078e-05,-0.001740391587,0.001090657889,9.892110912,0.9666233477,-0.9666233477,-0.9683637393,-0.6405862581,-0.6405862581,Least fragmented,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,4744
36005008300,36005008300,Bronx,6287,0.17692919,48634,40.8136778,-73.90184,0,0,0,0,0.1993578175,0.003665186992,9.646439938,0.3449850521,-0.3449850521,-0.1456272346,-0.09633446761,-0.09633446761,Moderate-low fragmentation,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,2844
36005008400,36005008400,Bronx,3108,0.23880105,63631,40.8156088,-73.8477354,0,0,0,0,0.1993578175,0.008790866423,9.191948119,-0.8050471045,0.8050471045,1.004404922,0.6644280083,0.6644280083,Most fragmented,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,4745
36005008500,36005008500,Bronx,5866,0.10987886,41535,40.8162762,-73.8990831,0,0,0,0,0.1993578175,0.001752309819,9.827786728,0.8038594063,-0.8038594063,-0.6045015888,-0.3998863186,-0.3998863186,Low fragmentation,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,4822
36005008600,36005008600,Bronx,3849,0.24154209,22671,40.8198788,-73.8498059,0,0,0,0,0.1993578175,0.006048607327,9.429638212,-0.2036033847,0.2036033847,0.4029612022,0.2665645131,0.2665645131,High fragmentation,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,4852
36005008700,36005008700,Bronx,5914,0.14987801,40188,40.819672,-73.8972847,4,0.9821428508,0.2455357127,0.0001660708236,-0.2795786962,0.001321622187,9.869561683,0.9095654706,-0.9095654706,-1.189144167,-0.7866356217,-0.7866356217,Least fragmented,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,4853
36005008900,36005008900,Bronx,2949,0.17334704,35914,40.8185668,-73.8939061,2,1.238095239,0.6190476194,0.0004198356184,-1.011418423,0.0006980527534,9.930678624,1.064213904,-1.064213904,-2.075632327,-1.373060031,-1.373060031,Least fragmented,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,4845
36005009000,36005009000,Bronx,3861,0.16259299,36806,40.8181315,-73.8462433,0,0,0,0,0.1993578175,0.008608651752,9.207369614,-0.7660250261,0.7660250261,0.9653828436,0.6386143536,0.6386143536,Most fragmented,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,2572
36005009200,36005009200,Bronx,5888,0.13179348,58717,40.8323395,-73.8521545,0,0,0,0,0.1993578175,0.001851316363,9.818233438,0.7796860534,-0.7796860534,-0.5803282359,-0.383895305,-0.383895305,Low fragmentation,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,4847
36005009301,36005009301,Bronx,5754,0.19082341,50962,40.8143501,-73.8891123,2,0.4761904776,0.2380952388,8.275816434e-05,-0.03931087729,0.002385948186,9.766965269,0.6499586525,-0.6499586525,-0.6892695298,-0.455961506,-0.455961506,Low fragmentation,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,4425
36005009600,36005009600,Bronx,1978,0.19831461,47212,40.8347812,-73.8437163,1,0.3273809552,0.3273809552,0.0001655110997,-0.2779644921,0.005104215251,9.514366266,0.01078988352,-0.01078988352,-0.2887543756,-0.1910150881,-0.1910150881,Moderate-low fragmentation,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,3704
36005009800,36005009800,Bronx,4080,0.19209039,97896,40.8254505,-73.8495052,1,1,1,0.0002450980392,-0.5074875987,0.0006171873006,9.938659854,1.084409361,-1.084409361,-1.59189696,-1.053062269,-1.053062269,Least fragmented,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,4849
36005011502,36005011502,Bronx,3935,0.21435845,30922,40.8200657,-73.8865202,2,0.6547619104,0.3273809552,0.0001663943864,-0.2805118284,0.002938988207,9.714492219,0.5171824565,-0.5171824565,-0.7976942849,-0.5276860093,-0.5276860093,Low fragmentation,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,4855
36005011701,36005011701,Bronx,1262,0.2266244,36857,40.8143907,-73.8835978,1,0.2380952388,0.2380952388,0.000188665007,-0.3447387236,0.00260042832,9.746548005,0.5982954344,-0.5982954344,-0.943034158,-0.6238303832,-0.6238303832,Least fragmented,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,4426
36005011800,36005011800,Bronx,5057,0.16557677,93319,40.8097065,-73.8001663,0,0,0,0,0.1993578175,0.02415268846,8.054598031,-3.682962877,3.682962877,3.882320695,2.568209843,2.568209843,Most fragmented,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,4936
36005011900,36005011900,Bronx,5879,0.18178706,44122,40.8232738,-73.889572,2,0.4761904776,0.2380952388,8.099855037e-05,-0.03423627501,0.0008856356491,9.9122139,1.017491332,-1.017491332,-1.051727607,-0.6957326313,-0.6957326313,Least fragmented,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,5027
36005012101,36005012101,Bronx,3293,0.16003644,34464,40.8282758,-73.8888941,0,0,0,0,0.1993578175,0.003981608205,9.617085341,0.2707070798,-0.2707070798,-0.07134926233,-0.04719854236,-0.04719854236,Moderate-high fragmentation,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,4795
36005012102,36005012102,Bronx,1429,0.18298785,28200,40.8260035,-73.8879696,0,0,0,0,0.1993578175,0.00383943097,9.630253081,0.3040263244,-0.3040263244,-0.1046685069,-0.06923969215,-0.06923969215,Moderate-low fragmentation,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,4937
36005012300,36005012300,Bronx,4712,0.19376062,36435,40.830115,-73.8860075,1,0.2380952388,0.2380952388,5.052954983e-05,0.05363416832,0.001459119301,9.856186481,0.875721269,-0.875721269,-0.8220871007,-0.5438222006,-0.5438222006,Low fragmentation,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,4938
36005012500,36005012500,Bronx,4001,0.15292053,55772,40.828636,-73.8935227,0,0,0,0,0.1993578175,0.004193551849,9.597522901,0.2212068816,-0.2212068816,-0.0218490641,-0.01445346376,-0.01445346376,Moderate-high fragmentation,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,4939
36005012701,36005012701,Bronx,2129,0.27402472,34688,40.8256346,-73.8923283,1,0.2380952388,0.2380952388,0.0001118343066,-0.1231644159,0.0009651278939,9.904409778,0.9977440223,-0.9977440223,-1.120908438,-0.7414967258,-0.7414967258,Least fragmented,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,4940
36005012901,36005012901,Bronx,4944,0.19457299,39409,40.8226294,-73.8987339,6,1.607142866,0.2678571443,0.0003250693498,-0.7381192044,0.0004283877928,9.957343954,1.131687036,-1.131687036,-1.869806241,-1.236903174,-1.236903174,Least fragmented,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,3672
36005013000,36005013000,Bronx,1388,0.3090778,59595,40.8193055,-73.8147485,0,0,0,0,0.1993578175,0.00671463198,9.370786193,-0.3525207276,0.3525207276,0.5518785451,0.3650754337,0.3650754337,High fragmentation,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,4823
36005013100,36005013100,Bronx,5288,0.13284063,19760,40.8259541,-73.8978983,1,0.2380952388,0.2380952388,4.502557466e-05,0.06950724357,0.003036245897,9.705322543,0.4939797877,-0.4939797877,-0.4244725442,-0.2807945689,-0.2807945689,Low fragmentation,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,2857
36005013200,36005013200,Bronx,7083,0.14570098,107563,40.8151962,-73.8170505,0,0,0,0,0.1993578175,0.008802683548,9.190949776,-0.8075732812,0.8075732812,1.006931099,0.6660991097,0.6660991097,Most fragmented,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,4824
36005013300,36005013300,Bronx,6087,0.15738459,28560,40.8228225,-73.9034849,2,0.565476194,0.282738097,9.289899688e-05,-0.06855632137,0.001698152604,9.83302031,0.8171023,-0.8171023,-0.8856586213,-0.5858756572,-0.5858756572,Least fragmented,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,2841
36005013500,36005013500,Bronx,4075,0.25914112,26125,40.8271333,-73.9020965,2,0.4761904776,0.2380952388,0.0001168565589,-0.1376482364,0.001825812936,9.820692526,0.7859084535,-0.7859084535,-0.9235566899,-0.6109457636,-0.6109457636,Least fragmented,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,4825
36005013800,36005013800,Bronx,3062,0.15512736,92567,40.8197569,-73.8064593,0,0,0,0,0.1993578175,0.01404561832,8.768421047,-1.876727015,1.876727015,2.076084833,1.37335937,1.37335937,Most fragmented,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,4826
36005014100,36005014100,Bronx,7856,0.10947047,38816,40.8237653,-73.912295,1,0.3273809552,0.3273809552,4.167272852e-05,0.07917661479,0.001640911299,9.83855799,0.8311146774,-0.8311146774,-0.7519380626,-0.4974176234,-0.4974176234,Low fragmentation,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,2785
36005014300,36005014300,Bronx,1647,0.15522572,12367,40.8277474,-73.9121298,1,0.2380952388,0.2380952388,0.0001445629865,-0.2175516147,0.00245219877,9.760649474,0.6339773569,-0.6339773569,-0.8515289716,-0.5632984131,-0.5632984131,Least fragmented,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,4827
36005014400,36005014400,Bronx,6128,0.15284847,30288,40.821257,-73.8233396,0,0,0,0,0.1993578175,0.004017697531,9.613748658,0.2622640384,-0.2622640384,-0.06290622092,-0.04161335151,-0.04161335151,Moderate-high fragmentation,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,4828
36005014500,36005014500,Bronx,6899,0.22192273,28104,40.8315139,-73.9070259,2,0.4761904776,0.2380952388,6.902311605e-05,0.0003000308851,0.001382472501,9.863637918,0.8945761578,-0.8945761578,-0.8942761269,-0.5915762586,-0.5915762586,Least fragmented,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,2807
36005014701,36005014701,Bronx,6094,0.252424,35277,40.8342314,-73.905331,2,0.4761904776,0.2380952388,7.81408726e-05,-0.02599493436,0.001160818124,9.885250224,0.9492632729,-0.9492632729,-0.9752582072,-0.6451470458,-0.6451470458,Least fragmented,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,2560
36005014702,36005014702,Bronx,4950,0.19353536,23825,40.836535,-73.9043914,1,0.2380952388,0.2380952388,4.810004824e-05,0.06064067913,0.0003760318092,9.962537689,1.144829105,-1.144829105,-1.084188425,-0.71720592,-0.71720592,Least fragmented,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,3674
36005014900,36005014900,Bronx,4714,0.26171452,35982,40.832603,-73.9014881,3,2.267857134,0.7559523781,0.0004810897612,-1.18807104,1.243857598e-06,9.999875616,1.239307848,-1.239307848,-2.427378888,-1.605745337,-1.605745337,Least fragmented,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,4829
36005015100,36005015100,Bronx,5216,0.19540685,31298,40.8310843,-73.8984813,1,0.2380952388,0.2380952388,4.564709333e-05,0.06771482767,0.001268237482,9.874764535,0.9227306074,-0.9227306074,-0.8550157797,-0.5656049857,-0.5656049857,Least fragmented,HFI_v1_1_corrected_actual_provider_density_cms_acute_enforced,4830
